189;Поверьте в то, что высшие силы позаботятся о ваших доходах, в то время как вы будете заниматься выполнением жизненной задачи (в которую входят ваши духовные интересы и стремления).
190;Вас призывают посвятить себя выполнению вашей жизненной задачи. Представьте, что ваш труд является осмысленным и приносит вам счастье. Знайте, что это обязательно станет реальностью. Главное – прислушивайтесь к внутреннему голосу.
191;Оптимистичные мысли, полные уверенности, прокладывают путь к карьере мечты и к вашей жизненной цели. Идите же и не медлите!
192;Поверьте, вы готовы выполнить свою жизненную задачу, которая так необходима миру. Вы наделены всеми необходимыми для этого способностями.
193;Вознесенные учителя (святые, Иисус, Будда и другие) поддерживают вас и вашу жизненную задачу. Если вас что-то беспокоит относительно карьеры, доверьтесь учителям.
194;Ангелы услышали ваши молитвы о работе и обретении жизненной цели. Они говорят с вами посредством снов и интуитивных озарений. Прислушайтесь к советам ангелов и последуйте им.
195;Сейчас вы меняете свою жизнь, и это очень своевременно. Вы точно знаете, чего хотите и что вам абсолютно не нужно. Благодаря переменам вы двинетесь в путь к своей жизненной цели и будете помогать другим сделать то же самое.
196;Если вы тревожитесь о работе или беспокоитесь о том, как достичь своей жизненной цели, доверьтесь Духу. Сейчас все определяет ваш настрой.
197;Вы принимаете верные решения о карьере и жизненной задаче. Продолжайте использовать позитивные утверждения, потому что они и в самом деле работают!
198;Ваша жизненная задача – это и есть ответ на ваши молитвы о деньгах. Займитесь делами, которые вам интересны и в которых вы сможете полностью задействовать свои способности, и тогда высшие силы позаботятся о вас.
199;Очень важно продолжать сохранять позитивный настрой относительно карьеры и цели жизни, потому что ваши мысли определяют, каким будет итог.
200;Необъятная и безусловная любовь Бога наполняет ваши сердце и разум верой, чтобы вы смогли подняться над тем, что кажется вам трудностями. Поверьте в то, что все хорошо, потому что это так и есть.
201;Все, что вы говорите, думаете и пишете, влияет на то, какой ответ вы получите на свои молитвы. Это послание напоминает вам о том, как важно правильно подбирать слова: пусть они несут любовь и радость – и тогда радость и любовь будут с вами.
202;Бог помогает вам сохранять веру, потому что с верой возможно все.
203;Небеса услышали ваши молитвы и ответили на них. Чем больше вы в это верите, тем быстрее ответ воплотится в реальность. Просто верьте.
204;Ангелы окутывают вас целительной Божьей любовью. Откройте сердце и разум и примите божественный дар, несущий вам благословение.
205;Благодаря вере и молитвам ваша жизнь меняется к лучшему. Поверьте в то, что перемены и есть ответ, данный вам на молитвы.
206;Ваши молитвы и ваша вера поддерживают вас и восполняют материальные нужды. Превращайте тревоги в молитвы и будьте готовы принять ответы Небес.
207;Мироздание радуется и хвалит вас за то, что вы строите жизнь на молитве и преданности. Так держать!
208;Ваш оптимизм, молитвы и все те методы, которыми вы пользуетесь, чтобы воплотить мечты в реальность, обезопасили ваше финансовое положение. Ожидайте улучшения на денежном фронте: возможно, вас ждет повышение, прибавка к зарплате или неожиданный доход.
209;Вы молились об обретении своей жизненной задачи, и вот ответ для вас: «Укрепитесь в вере, доверяйте интуиции и не изменяйте своим духовным устремлениям. Верьте в то, что на духовном пути вас всегда поддержат».
210;Вы сами помогаете высшим силам отвечать на ваши молитвы, и ответ определяется вашей верой в то, что все уже хорошо. Это и есть духовная истина.
211;Пришло время подняться над тем, что кажется вам сложностями. Убедитесь, что каждое произнесенное или написанное вами слово, каждая ваша мысль наполнены верой в лучшее. Ваши желания материализуются очень быстро, поэтому желайте только лучшего и не поддавайтесь страхам.
212;Чем крепче вера, тем лучше жизнь. Доверяйте и верьте!
213;Вознесенные учителя, в особенности богини, помогают вам увидеть текущую ситуацию с точки зрения божественной любви. Чем больше в вас любви, тем лучше итог.
214;Ангелы и архангелы поддерживают вас. Вручите им страхи и тревоги, потому что чем больше в вас света радости и веры, тем лучше становится жизнь.
215;Вы прилагали усилия, чтобы изменить свою жизнь, и они принесли благоприятные результаты. Поверьте в то, что эти изменения к лучшему, потому что так и есть.
216;Небесам гораздо легче заботиться о ваших материальных нуждах, если вы сохраняете позитивный настрой. Подобное стремится к подобному.
217;Вы старательно работали над собой – над духовным, эмоциональным и умственным состоянием – и это принесло прекрасные результаты. Отлично!
218;Ангелы сообщают, что ваши мысли управляют вашими финансами. Мысли о хорошем ведут вас в направлении приумножения благ.
219;Сейчас вы сосредоточены на карьере и цели жизни. Оптимизм принесет желанные результаты, поэтому не падайте духом.
220;Небеса просят вас верить, надеяться и доверять, потому что именно это определит развитие и итог вашей текущей ситуации.
221;Чем больше вы настроены на лучшее (в мыслях и действиях, в словах произнесенных и написанных), тем лучше все пройдет для вас и ваших близких.
222;Поверьте, что все идет так, как должно, и Небеса благословляют всех участников ситуации. Не тревожьтесь и верьте.
223;Чудо исцеления грядет, и это не остановить. Оно стало возможно благодаря вашей вере и тесной связи с одним или несколькими вознесенными учителями, которые услышали ваши молитвы и ответили на них.
224;Ангелы поддерживают в вас веру, уверенность и доверие, потому что благодаря этим качествам они могут ответить на ваши молитвы.
225;Положительная энергия все сильнее проявляется в ваших словах, действиях и мыслях. Она улучшает вашу жизнь.
226;От вашей веры зависит приток материальных ценностей в вашу жизнь. Чем оптимистичней вы настроены, тем мощней приток.
227;Ваша поразительная вера и позитивный настрой вознаграждены по достоинству. Закон притяжения подобного к подобному действует!
228;Поверьте – в ответ на ваши молитвы открываются новые возможности. Войдите в распахнутые двери и примите предложенную помощь.
229;Знайте, что такой цели в жизни, как у вас, больше нет ни у кого. Поверьте в то, что вы идете к этой цели прямо сейчас. Только вы можете ее достичь.
230;Ваша связь с Небесами прочна, в особенности в те мгновения, когда вы пребываете в покое и чувствуете, что Бог и вознесенные учителя опекают вас и заботятся о вас.
231;«Все возможно верующему», – напоминают вознесенные учителя. Если вы чувствуете, что ваша вера слабеет, попросите их о помощи.
232;Не уделяйте слишком много внимания трудностям и проблемам. Сосредоточьтесь на молитвах и вере в то, что могущественные учителя любят вас, защищают и заботятся о вас.
233;Вы просили вознесенных учителей о помощи, и сейчас они с вами – как вы того и хотели.
234;У вас есть могущественные союзники: ангелы, архангелы и вознесенные учителя. Прямо сейчас они с вами, чтобы поддержать и направить вас.
235;Вознесенные учителя услышали ваши молитвы и ответили на них. Вы просили о переменах в жизни – и вот они изменяют вашу жизнь к лучшему.
236;Ваша вера непоколебима и молитвы упорны, поэтому вознесенные учителя позаботились обо всех ваших земных нуждах.
237;Ваши молитвы, медитации и другие духовные практики привели вас к гармонии с энергией любви вознесенных учителей.
238;Вознесенные учителя услышали ваши просьбы об изобилии и ответили на них. Учителя понимают, что у людей есть материальные нужды, и прямо сейчас помогают вам с ними справиться.
239;Могущественные вознесенные учителя помогают вам в выполнении жизненной задачи. Попросите их подсказать вам, что нужно сделать для продвижения в карьере или для успешной работы, и они обязательно вам помогут.
240;Бог и ангелы укрепляют вашу самооценку, уверенность и веру. Примите их помощь.
241;Благодаря тому, что вы общаетесь с ангелами, ваше сердце открыто для целительной энергии любви. Поддерживайте связь с ангелами, потому что они благословляют вас и вашу жизнь.
242;Ангелы прямо сейчас просят вас поверить в то, что все хорошо и все идет согласно Божьему плану. Все возможно верующему.
243;Ангелы и вознесенные учителя услышали ваши молитвы и откликнулись на них. Доверяйте высшим силам и позвольте им позаботиться о вас.
244;Рядом с вами всегда присутствуют могущественные ангелы, которые любят вас безусловно. Ничего не бойтесь.
245;Ангелы помогли вам устроить позитивные перемены, которые принесут в вашу жизнь чудесные благословения.
246;Ангелы услышали ваши молитвы о материальных нуждах (деньгах, доме, работе и так далее) и ответили на них.
247;Ангелы говорят, что ответ на ваши молитвы близок. Укрепитесь в вере!
248;У вас прекрасная и тесная связь с ангелами. Они заботятся обо всех областях вашей жизни, включая карьеру и финансы.
249;Ангелы шлют вам сообщения относительно вашей жизненной задачи. Возможно, эти подсказки проявятся как интуитивные ощущения или внезапные желания совершить что-то, связанное с областью ваших интересов. Доверьтесь этим побуждениям и следуйте им без промедления.
250;Высшие силы услышали ваши молитвы о позитивных изменениях в вашей жизни и ответили на них. Чем глубже ваша вера в то, что перемены действительно произойдут, тем лучше будет результат.
251;Сейчас штурвал вашей жизни находится в ваших руках. Очень важно, чтобы вы придерживались оптимистичного взгляда на все перемены, которые вы задумали или производите сейчас, – мысль определяет результат.
252;Будьте уверены: ваши недавние решения правильны. Продолжайте воплощать в жизнь свои планы – все будет хорошо.
253;Вы размышляете о запланированных переменах в жизни. Вы на верном пути – эти перемены и есть ответ на ваши молитвы.
254;Ангелы присматривают за тем, как вы меняете свою жизнь к лучшему. Попросите их направлять вас на каждом шагу и верьте в то, что помощь придет.
255;Ваша жизнь меняется к лучшему – просто поверьте в это.
256;Перемены, которые вы сейчас производите в своей жизни, помогут вам лучше заботиться о себе и своих близких.
257;Вы движетесь в верном направлении – не сходите с пути.
258;Ваше финансовое положение скоро изменится к лучшему – вы получите прибавку к зарплате, либо ваш бизнес принесет больше денег, либо вы получите неожиданный доход.
259;Вы меняете свою жизнь, чтобы выполнить свою жизненную задачу. Поверьте в то, что у перемен есть и духовный смысл.
260;Бог услышал ваши молитвы о материальных нуждах (о деньгах, жилье и так далее) и ответил на них. Верьте.
261;Материальный достаток тесно связан с тем, как вы мыслите. Чем более оптимистичен ваш подход, тем проще высшим силам ответить на ваши молитвы.
262;Поверьте в то, что Небеса позаботятся о ваших нуждах и не оставят вас и вашу семью. Вера будет вознаграждена!
263;Вознесенные учителя услышали и ответили на ваши молитвы о материальных нуждах, таких как пища, жилье и так далее.
264;Верьте, что ангелы защищают и заботятся о вас и ваших близких. Это правда.
265;Сейчас вы находитесь в эпицентре перемен. Не бойтесь. Худшее уже позади, а перемены ведут только к лучшему – вам станет легче заботиться о себе и о семье.
266;Сосредоточьтесь на мысли о том, что все материальные блага исходят от духовного источника. Если думать о бедности и нужде, то они притянутся к вам по закону подобия. Пришло время укрепиться в вере, ибо вера будет вознаграждена.
267;Вы мыслите в верном направлении о том, как улучшить свое финансовое положение. Придерживайтесь выбранного курса, думайте о деньгах позитивно, и прогресс не заставит себя ждать.
268;Очень важно сохранять духовный подход к деньгам. Всегда помните, что ваш Источник – в вас и вокруг вас. Поблагодарите за улучшение благосостояния – и оно улучшится.
269;Вы посвятили себя трудам по выполнению жизненной задачи, и высшие силы поддерживают вас материально и обеспечивают ваши нужды.
270;Мироздание радуется вашей крепкой вере, благодаря которой ваши свет и любовь сияют так ярко.
271;Ваша вера и позитивное мышление ведут вас к исполнению всего, о чем вы мечтаете.
272;Верьте: вы поступаете правильно.
273;Благодаря вашим молитвам и помощи вознесенных учителей вы движетесь в верном направлении.
274;Ангелы просят вас верить в себя и в свои действия, потому что вы все делаете правильно.
275;Перемены, которые вы сейчас совершаете, положительно повлияют на вашу жизнь. Уверенно действуйте согласно своим планам.
276;Поздравляю! Ваша вера и уверенные действия привели вас на правильный путь – ваша жизнь обязательно улучшится.
277;Вы усердно молились и внимательно прислушивались к интуиции. Пока вы следуете советам высших сил, вы под их защитой и все будет хорошо.
278;Вы визуализировали процветание и следовали интуитивным подсказкам – благодаря этому вы обрели источник достатка.
279;Поверьте – вы на верном пути к выполнению своей жизненной задачи.
280;Поверьте в то, что Бог с любовью позаботился обо всех ваших нуждах.
281;Чем оптимистичней и позитивней вы думаете о финансах, тем лучше все образуется.
282;Прислушайтесь к тому, что говорит о работе и финансах ваш внутренний голос. Позитивный настрой позволит вам услышать нужную информацию.
283;Положитесь на вознесенных учителей, в особенности на тех, с кем вы чувствуете духовную связь. Они позаботятся о ваших материальных нуждах.
284;Ангелы укрепляют вашу веру и увеличивают финансовый поток.
285;Вскоре ваше финансовое положение изменится к лучшему. Этого не избежать!
286;Не беспокойтесь! Вы получите достаточно денег, чтобы хватило на оплату всех счетов и на все ваши материальные нужды.
287;Все, что вы делаете, работает на увеличение вашего финансового потока. Так держать.
288;Ваши вера, надежда и доверие отворили врата для потока материальных благословений.
289;Сосредоточьтесь на выполнении своей жизненной задачи и поверьте в то, что высшие силы поддержат вас финансово.
290;Воля Бога состоит в том, чтобы вы выполнили свою жизненную задачу, поэтому вы имеете полное право посвящать ей время и силы.
291;Доверьтесь руководству высших сил в том, что касается вашей жизненной задачи. Прямо сейчас вам не нужно знать о ней все – просто верьте и следуйте внутреннему чутью.
292;Каждый день отводите немного времени на то, чтобы визуализировать ту работу, которая радует вас и полна смысла. Визуализация помогает желаемому проявиться в реальности.
293;Вознесенные учителя настоятельно просят вас сосредоточиться на вашей жизненной задаче, которая совпадает с вашими духовными стремлениями и интересами.
294;Ангелы полностью поддерживают вас, потому что вы посвящаете время и силы работе над выполнением вашей жизненной задачи.
295;Поверьте: те перемены, о которых вы думаете или которые происходят с вами сейчас, помогут вам уделять больше внимания вашей жизненной задаче.
296;Поверьте, вы получите то материальное, которое нужно для выполнения вашей жизненной задачи. Просите и будьте готовы принять ответ.
297;Верьте: вы на правильном пути к своей жизненной цели. Все хорошо.
298;Вы молились о том, чтобы обрести работу, которая будет полна смысла и принесет хороший доход. Ваши молитвы были услышаны, и ответ на них близок. Помните о своей жизненной цели, и ваше положение, включая финансы, улучшится.
299;Верьте в свою жизненную цель. Она достижима, она нужна в этом мире, и вы уже готовы к тому, чтобы трудиться над ее достижением.
300;Вознесенные учителя и Бог поддерживают и защищают вас, заботятся о вас и любят вас безусловно – сейчас и всегда!
301;Вместе с Богом и вознесенными учителями вы создаете ответы на молитвы, и чем возвышенней и позитивней ваши мысли, тем быстрей это происходит.
302;Ваше сердце наполнено верой, которая отворила врата для небесной помощи.
303;Бог и вознесенные учителя услышали ваши молитвы и ответили на них.
304;Небеса услышали ваши молитвы, и сейчас высшие силы действуют вам во благо. Доверьте им свои тревоги и страхи, мыслите позитивно, ведь сейчас все складывается именно так, как нужно.
305;В вашей жизни настал период перемен. Бог и вознесенные учителя будут рядом на каждом шагу вашего пути.
306;Бог и вознесенные учителя сейчас пребывают с вами – доверьте им все ваши тревоги.
307;Отлично! Вы прислушались к голосу божественной мудрости и последовали его советам. Сейчас вашими действиями руководят мудрость и любовь.
308;Бог и вознесенные учителя поддерживают вас во всех сферах жизни, включая работу и финансы.
309;Так как вы прислушались к исполненной любви божественной мудрости, сейчас вы начинаете путь к своей жизненной цели.
310;Высшие силы обращаются к вам с настоятельной просьбой сохранять чистоту, ясность и бодрость духа. Если вам в этом нужна помощь, обратитесь к Богу и вознесенным учителям – они поддержат вас.
311;Так как рядом с вами находятся мудрые и любящие вознесенные учителя, ваши мысли обретают удивительную силу и мгновенно воплощаются в реальность. Сосредоточьтесь на любви и доброте.
312;Небеса поддерживают вас в вере и оптимизме – это необходимо, чтобы вознесенные учителя смогли наиболее полно ответить на ваши молитвы.
313;Положитесь на энергию доброты и любви, исходящую от вознесенных учителей. Сейчас они рядом с вами и помогают вам настроиться на счастье.
314;Вас окружают вознесенные учителя и ангелы, поэтому вы обязательно преуспеете. Сейчас самое главное для вас – сосредоточиться на желаемом итоге.
315;Вознесенные учителя помогают вам менять жизнь к лучшему и ощущать силу, уверенность и оптимизм.
316;Могущественные вознесенные учителя помогают вам и заботятся обо всех ваших материальных нуждах. Верьте им и принимайте их поддержку, помните, что они всегда с вами.
317;Вознесенные учителя радуются вашим решениям и действиям. Сохраняйте бодрость духа и следуйте по новому прекрасному пути.
318;Вы молились о финансовой поддержке: вознесенные учителя услышали вас и ответили на молитвы. Теперь все, что от вас требуется, – это сохранять позитивный настрой и следовать подсказкам, которые Небеса посылают вам.
319;Вознесенные учителя подают вам мысли и идеи относительно вашей жизненной задачи. Обратите внимание на эти подсказки, потому что это и есть ответ на ваши молитвы о цели в жизни.
320;Бог и вознесенные учителя окутывают вас целительной любовью и поддержкой, помогают вам ощущать уверенность в том, что все идет согласно божественному плану.
321;Доверьте тревоги вознесенным учителям (например, святым, Иисусу, Будде и другим), и они заменят ваш страх верой.
322;Вознесенные учителя настоятельно просят вас держаться своей веры, чтобы вы смогли ощутить ее силу, которая привлечет к вам все, чего вы желаете.
323;Ваша чистая детская вера привлекла к вам на помощь вознесенных учителей, которые любят вас и находятся с вами прямо сейчас. Они готовы ответить на ваши молитвы.
324;Вас окружают могущественные ангелы-хранители, архангелы и вознесенные учителя. Всемогущая божественная любовь придает вам уверенности в том, что все будет хорошо.
325;Мудрые и любящие вас вознесенные учителя помогают совершать те перемены, которые вы задумали или которые производите прямо сейчас. Следуйте по своему пути в уверенности, что вы поступаете правильно.
326;Доверьте страхи и тревоги о материальных нуждах вознесенным учителям – они усилят вашу веру и позаботятся о вас.
327;Вознесенные учителя рады тому, как вы проходите свой жизненный путь. Чем больше вы доверяете интуиции, тем лучше становится ваша жизнь.
328;Благодаря вашей вере и молитвам вознесенным учителям в вашей жизни начался приток изобилия (в финансовой и других сферах).
329;Поверьте, что вознесенные учителя помогают вам в достижении жизненной цели, потому что это правда.
330;Вы и ваша жизнь наполнены любовью Бога и вознесенных учителей. Откройте сердце, примите эту любовь, и она поддержит вас.
331;Вознесенные учителя напоминают вам, что их жизни сами по себе являются свидетельством силы позитивного мышления. Чтобы все произошло так, как вам нужно, говорите, мыслите и пишите в положительном ключе.
332;Поверьте, что вознесенные учителя услышали ваши молитвы и ответили на них. Они помогают вам и заботятся о вас.
333;Благие вознесенные учителя находятся рядом с вами: они защищают вас, любят и заботятся о вас.
334;Ваша духовная связь с ангелами, архангелами и вознесенными учителями прочна, вы хорошо их слышите.
335;Вознесенные учителя защищают вас. В то время как вы переживаете необходимые и правильные перемены в жизни, они помогают вам.
336;Вознесенные учителя услышали ваши молитвы о помощи в материальных нуждах (таких как оплата счетов, деньги на еду и жилье и так далее) и ответили на них.
337;Вознесенные учителя находятся рядом с вами. Они уверяют, что вы верно их слышите и следуете их наставлениям.
338;Приготовьтесь принять все дары, что посылают вам вознесенные учителя. Не бойтесь принимать их!
339;Вознесенные учителя полностью поддерживают вас и цель вашей жизни. Попросите их помочь вам на духовном или карьерном пути.
340;Небеса заботятся о вас и отвечают на ваши молитвы.
341;Ваша жизнь улучшается благодаря помощи ангелов, архангелов и вознесенных учителей, которые заботятся о вас и ваших близких.
342;Молитвы укрепили вашу веру и связь с ангелами и вознесенными учителями. Это помогает вам во всех сферах жизни.
343;Ваши духовные практики и верность привлекают к вам помощь и заботу ангелов, архангелов и вознесенных учителей.
344;Вы любите ангелов и вознесенных учителей, а они любят вас. Между вами существует тесная связь.
345;Небеса помогают вам совершить необходимые положительные перемены в жизни.
346;Ангелы, архангелы и вознесенные учителя услышали ваши молитвы о материальных нуждах и ответили на них.
347;Благодаря вашей тесной связи с ангелами, архангелами и вознесенными учителями вы получаете божественные наставления и советы и следуете им. Отлично, так держать!
348;Ангелы и вознесенные учителя помогают вам подключиться к вселенскому потоку изобилия. Подставьте руки и принимайте!
349;Ангелы, архангелы и вознесенные учителя помогают вам и поддерживают вас на пути к цели жизни.
350;Перемены, которые сейчас происходят в вашей жизни, пришли свыше. Они принесут благословение всем участникам.
351;Знайте: Небеса поддерживают вас в вашем стремлении изменить свою жизнь согласно духовным ценностям.
352;Уверенно двигайтесь к мечте и верьте в то, что Небеса направляют каждый ваш шаг.
353;Вознесенные учителя находятся рядом, защищают и поддерживают вас, в то время как вы меняете свою жизнь к лучшему.
354;Небеса помогают вам изменить жизнь к лучшему.
355;Благодаря вашим молитвам и помощи вознесенных учителей ваша жизнь вскоре необратимо изменится к лучшему.
356;Поскольку вы следуете божественным наставлениям и советам, ваша жизнь становится все легче. Худшее позади.
357;Отлично! Вы прислушались к своей интуиции и сейчас на пути к удивительным переменам.
358;Вознесенные учителя настоятельно просят вас произвести изменения в сфере работы и финансов. Прислушайтесь к интуиции, следуйте ее подсказкам, и вознаграждение не заставит себя ждать.
359;Перемены, которые вы задумали или уже совершаете, и есть ответ на ваши молитвы о жизненной задаче. Подсказки вознесенных учителей верны и достойны доверия.
360;Небеса помогают вам и заботятся о ваших нуждах. Доверьте свои тревоги и волнения Богу и вознесенным учителям.
361;Небеса услышали ваши сетования о материальной нужде и ответили на них. Если тревоги захлестывают вас, молитесь о помощи.
362;Верьте, что вам помогают могущественные и любящие вознесенные учителя. Они позаботятся о вас и вашей семье.
363;Ответы на ваши молитвы воплощаются в реальность!
364;Вас окружают ангелы, архангелы и вознесенные учителя, которые поддерживают вас и вашу семью.
365;Прислушайтесь к голосу своей интуиции и следуйте ему – он подсказывает вам путь к переменам, которые улучшат ваше здоровье, финансовое положение и другие важные сферы жизни.
366;Помните о духовном и сосредоточьтесь на любви. Чем больше вы любите себя и других, тем лучше все сложится.
367;Вы правы в том, что следуете своей интуиции – она подсказывает ответы на ваши молитвы.
368;Продолжайте молиться, медитировать и следовать советам Небес – это помогает улучшить все сферы вашей жизни, включая финансовую.
369;Небеса услышали ваши молитвы о поддержке в выполнении жизненной задачи и ответили на них. Вы идете верным курсом.
370;Вы находитесь в идеальной гармонии с Богом и вознесенными учителями. Продолжайте прислушиваться к интуиции и следовать ее подсказкам – она указывает вам верное направление.
371;Благодаря молитвам вы установили тесную связь с вознесенными учителями, и поэтому вы хорошо слышите их советы и следуете им. Так держать!
372;Доверяйте ощущению, что вы находитесь на правильном пути. Это правда.
373;Вы идете в верном направлении, а рядом с вами идут могущественные и любящие вознесенные учителя.
374;Небеса радуются вашим решениям и действиям! Продолжайте в том же духе.
375;Поздравляю вас с тем, что вы приняли верное решение, – это и есть ответ на ваши молитвы.
376;Вознесенные учителя дают вам хорошие советы о способах улучшить свою жизнь. Прислушайтесь к их мудрости: вы узнаете ее в собственных чувствах, мыслях, идеях и голосе интуиции.
377;Отлично! Вы спрашивали совета у высших сил и сейчас в точности следуете полученным наставлениям.
